ProjectName,Address,Areasqm,TransactedPrice,NettPrice,UnitPricepsm,UnitPricepsf,SaleDate,Tenure,CompletionDate,TypeofSale,PurchaserAddressIndicator,PostalDistrict,PostalSector,PostalCode,PlanningRegion,PlanningArea,SaleYear,PurchaseYear,PurchaseYearCPI,SaleYearCPI,PurchasePriceCurrentValue
THE FLORAVALE,240 Westwood Avenue  #09-45,114,420000,-,3684,342,26-MAR-2007,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648364,West Region,Jurong West,2007,1999,73.814,79.65,505951.33714471513
THE FLORAVALE,240 Westwood Avenue  #09-46,116,415000,-,3578,332,23-MAR-2007,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648364,West Region,Jurong West,2007,1999,73.814,79.65,516741.9730674398
THE FLORAVALE,240 Westwood Avenue  #10-45,114,580000,-,5088,473,05-SEP-2008,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648364,West Region,Jurong West,2008,1999,73.814,84.929,543994.7868967947
THE FLORAVALE,240 Westwood Avenue  #10-48,120,748000,-,6233,579,28-JUN-2010,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648364,West Region,Jurong West,2010,2000,74.809,87.848,583552.9070566376
THE FLORAVALE,240 Westwood Avenue  #12-45,114,850000,-,7456,693,28-FEB-2012,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648364,West Region,Jurong West,2012,1999,73.814,96.689,629590.605576178
THE FLORAVALE,240 Westwood Avenue  #12-46,116,640000,-,5517,513,17-OCT-2008,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648364,West Region,Jurong West,2008,1999,73.814,84.929,564521.1553363862
THE FLORAVALE,240 Westwood Avenue  #12-46,116,820000,-,7069,657,27-NOV-2017,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648364,West Region,Jurong West,2017,2008,84.929,99.502,749817.8478493801
THE FLORAVALE,240 Westwood Avenue  #12-47,123,950000,-,7724,718,20-JUN-2014,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648364,West Region,Jurong West,2014,2001,75.568,99.984,605715.0539911073
THE FLORAVALE,240 Westwood Avenue  #13-45,114,580000,-,5088,473,22-AUG-2008,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648364,West Region,Jurong West,2008,1999,73.814,84.929,557525.621697781
THE FLORAVALE,240 Westwood Avenue  #13-46,116,560000,-,4828,448,23-JAN-2009,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648364,West Region,Jurong West,2009,1999,73.814,85.436,572428.3761887989
THE FLORAVALE,240 Westwood Avenue  #13-47,123,420000,-,3415,317,29-APR-2007,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648364,West Region,Jurong West,2007,2001,75.568,79.65,485796.6996612323
THE FLORAVALE,242 Westwood Avenue  #02-49,130,441000,-,3392,315,23-APR-2007,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648365,West Region,Jurong West,2007,2001,75.568,79.65,536811.1502223164
THE FLORAVALE,242 Westwood Avenue  #03-49,122,555000,-,4549,423,13-MAR-2008,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648365,West Region,Jurong West,2008,2001,75.568,84.929,526085.9742218929
THE FLORAVALE,242 Westwood Avenue  #04-51,116,520000,-,4483,416,11-NOV-2008,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648365,West Region,Jurong West,2008,1999,73.814,84.929,546178.5899964777
THE FLORAVALE,242 Westwood Avenue  #04-51,116,818000,-,7052,655,20-MAR-2018,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648365,West Region,Jurong West,2018,2008,84.929,99.938,611896.5253329251
THE FLORAVALE,242 Westwood Avenue  #07-51,116,660000,-,5690,529,26-FEB-2010,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648365,West Region,Jurong West,2010,1999,73.814,87.848,561739.7241715664
THE FLORAVALE,242 Westwood Avenue  #08-51,116,635000,-,5474,509,23-SEP-2009,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648365,West Region,Jurong West,2009,1999,73.814,85.436,549742.3599859106
THE FLORAVALE,242 Westwood Avenue  #10-50,123,658800,-,5356,498,30-OCT-2009,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648365,West Region,Jurong West,2009,2000,74.809,85.436,592955.0080872623
THE FLORAVALE,242 Westwood Avenue  #12-49,120,608000,-,5067,471,24-JUL-2009,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648365,West Region,Jurong West,2009,1999,73.814,85.436,583807.2652342375
THE FLORAVALE,242 Westwood Avenue  #12-51,116,540000,-,4655,432,27-SEP-2007,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648365,West Region,Jurong West,2007,1999,73.814,79.65,529431.7609125641
THE FLORAVALE,242 Westwood Avenue  #12-52,115,438000,-,3809,354,29-MAR-2007,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648365,West Region,Jurong West,2007,1999,73.814,79.65,524086.07987644634
THE FLORAVALE,242 Westwood Avenue  #13-51,116,535000,-,4612,428,22-MAY-2009,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648365,West Region,Jurong West,2009,1999,73.814,85.436,586739.0855935189
THE FLORAVALE,244 Westwood Avenue  #02-55,130,560000,-,4308,400,24-APR-2009,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648366,West Region,Jurong West,2009,1999,73.814,85.436,571030.176822825
THE FLORAVALE,244 Westwood Avenue  #08-54,115,800000,-,6957,646,23-JAN-2017,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648366,West Region,Jurong West,2017,2010,87.848,99.502,758882.8430926146
THE FLORAVALE,244 Westwood Avenue  #09-53,124,412500,-,3327,309,23-JAN-2007,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648366,West Region,Jurong West,2007,1999,73.814,79.65,556987.8078684262
THE FLORAVALE,244 Westwood Avenue  #10-55,122,428000,-,3508,326,28-MAR-2006,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648366,West Region,Jurong West,2006,1999,73.814,78.008,510992.8761481562
THE FLORAVALE,244 Westwood Avenue  #11-53,124,580000,-,4677,435,19-MAR-2008,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648366,West Region,Jurong West,2008,1999,73.814,84.929,581457.7104614301
THE FLORAVALE,244 Westwood Avenue  #12-53,124,420000,-,3387,315,30-DEC-2005,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648366,West Region,Jurong West,2005,1999,73.814,77.263,533076.3898447449
THE FLORAVALE,244 Westwood Avenue  #12-56,113,880000,-,7788,723,05-MAY-2014,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648366,West Region,Jurong West,2014,2006,78.008,99.984,489615.0138447339
THE FLORAVALE,244 Westwood Avenue  #13-53,124,685000,-,5524,513,30-NOV-2009,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648366,West Region,Jurong West,2009,1999,73.814,85.436,594003.2405776683
THE FLORAVALE,246 Westwood Avenue  #01-58,159,1080000,-,6792,631,28-MAY-2013,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West,2013,2000,74.809,98.969,762445.8832493416
THE FLORAVALE,246 Westwood Avenue  #01-60,164,432000,-,2634,245,12-JUL-2006,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West,2006,2000,74.809,78.008,610724.9854963975
THE FLORAVALE,246 Westwood Avenue  #01-60,164,975000,-,5945,552,22-AUG-2012,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West,2012,2006,78.008,96.689,535453.3893959594
THE FLORAVALE,246 Westwood Avenue  #04-59,122,455000,-,3730,346,30-APR-2007,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West,2007,2001,75.568,79.65,494228.8402498412
THE FLORAVALE,246 Westwood Avenue  #04-60,123,970000,-,7886,733,27-FEB-2013,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648367,West Region,Jurong West,2013,2000,74.809,98.969,669680.2229678247
THE FLORAVALE,246 Westwood Avenue  #05-59,122,390000,-,3197,297,22-MAR-2006,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West,2006,2000,74.809,78.008,526594.9284177037
THE FLORAVALE,246 Westwood Avenue  #05-60,123,688000,-,5593,520,27-OCT-2009,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West,2009,2000,74.809,85.436,590031.3470304377
THE FLORAVALE,246 Westwood Avenue  #09-60,123,1042888,-,8479,788,27-MAY-2013,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648367,West Region,Jurong West,2013,2000,74.809,98.969,701695.7531847772
THE FLORAVALE,246 Westwood Avenue  #11-58,115,715000,-,6217,578,08-JUN-2010,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West,2010,2001,75.568,87.848,549050
THE FLORAVALE,246 Westwood Avenue  #11-60,123,830000,-,6748,627,29-FEB-2012,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648367,West Region,Jurong West,2012,2000,74.809,96.689,695663.4543971982
THE FLORAVALE,246 Westwood Avenue  #12-59,212,1188000,-,5604,521,24-MAY-2018,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648367,West Region,Jurong West,2018,2000,74.809,99.938,859042.7825529014
THE FLORAVALE,248 Westwood Avenue  #02-63,117,380000,-,3248,302,14-FEB-2007,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648353,West Region,Jurong West,2007,2001,75.568,79.65,464400.14291763713
THE FLORAVALE,248 Westwood Avenue  #02-63,117,863888,-,7384,686,21-JUN-2019,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648353,West Region,Jurong West,2019,2007,79.65,99.938,476791.46264908975
THE FLORAVALE,248 Westwood Avenue  #06-63,115,445000,-,3870,359,09-MAY-2007,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648353,West Region,Jurong West,2007,2000,74.809,79.65,536103.516956516
THE FLORAVALE,248 Westwood Avenue  #06-63,115,818000,-,7113,661,26-MAR-2019,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648353,West Region,Jurong West,2019,2007,79.65,99.938,558347.8970495919
THE FLORAVALE,248 Westwood Avenue  #08-64,115,838000,-,7287,677,29-MAR-2018,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648353,West Region,Jurong West,2018,2002,75.272,99.938,603037.5119566373
THE FLORAVALE,248 Westwood Avenue  #09-61,123,860000,-,6992,650,30-JUL-2013,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648353,West Region,Jurong West,2013,2007,79.65,98.969,708252.7306967984
THE FLORAVALE,248 Westwood Avenue  #09-64,115,828282,-,7202,669,20-JUL-2017,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648353,West Region,Jurong West,2017,2010,87.848,99.502,792862.6718878063
NUOVO,25 Ang Mo Kio Avenue 9  #01-13,171,1060000,-,6199,576,26-NOV-2009,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,688786.3213944096
NUOVO,25 Ang Mo Kio Avenue 9  #01-17,173,1360000,-,7861,730,19-JUN-2012,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2012,2002,75.272,96.689,756265.9255765754
NUOVO,25 Ang Mo Kio Avenue 9  #02-18,129,1050000,-,8140,756,19-APR-2012,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2012,2002,75.272,96.689,696509.6778350514
NUOVO,25 Ang Mo Kio Avenue 9  #03-13,129,1238000,-,9597,892,19-SEP-2019,99 Yrs From 02/05/2001,2004,Resale,N.A,20,56,569788,North East Region,Ang Mo Kio,2019,2002,75.272,99.938,737071.9592145818
NUOVO,25 Ang Mo Kio Avenue 9  #05-15,104,1040670,-,10006,930,28-MAR-2013,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569788,North East Region,Ang Mo Kio,2013,2002,75.272,98.969,584932.4026596874
NUOVO,25 Ang Mo Kio Avenue 9  #05-16,104,1020000,-,9808,911,21-MAR-2019,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569788,North East Region,Ang Mo Kio,2019,2012,96.689,99.938,981922.4523989286
NUOVO,25 Ang Mo Kio Avenue 9  #05-18,129,1130000,-,8760,814,30-APR-2012,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2012,2002,75.272,96.689,709787.8449224146
NUOVO,25 Ang Mo Kio Avenue 9  #06-13,129,830000,-,6434,598,09-SEP-2009,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569788,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,642825.5398554576
NUOVO,25 Ang Mo Kio Avenue 9  #09-15,104,965000,-,9279,862,24-SEP-2014,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2014,2002,75.272,99.984,605809.6337549154
NUOVO,25 Ang Mo Kio Avenue 9  #09-16,104,975000,-,9375,871,05-NOV-2014,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2014,2002,75.272,99.984,620683.9672653842
NUOVO,25 Ang Mo Kio Avenue 9  #11-14,132,900000,-,6818,633,08-OCT-2009,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,658470.7973748539
NUOVO,25 Ang Mo Kio Avenue 9  #11-16,104,983000,-,9452,878,23-DEC-2014,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569788,North East Region,Ang Mo Kio,2014,2002,75.272,99.984,628696.2890849186
NUOVO,25 Ang Mo Kio Avenue 9  #11-18,129,895000,-,6938,645,28-DEC-2009,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2009,2001,75.568,85.436,645178.1484755452
NUOVO,25 Ang Mo Kio Avenue 9  #12-15,104,850000,-,8173,759,18-NOV-2010,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569788,North East Region,Ang Mo Kio,2010,2002,75.272,87.848,545345.7068763949
NUOVO,25 Ang Mo Kio Avenue 9  #13-16,104,1050000,-,10096,938,18-FEB-2014,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2014,2002,75.272,99.984,638993.2915293867
NUOVO,25 Ang Mo Kio Avenue 9  #13-17,132,1180000,-,8939,830,17-SEP-2012,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2012,2002,75.272,96.689,740775.8010814113
NUOVO,25 Ang Mo Kio Avenue 9  #14-13,129,830000,-,6434,598,02-SEP-2009,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569788,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,672161.5327346158
NUOVO,25 Ang Mo Kio Avenue 9  #14-15,104,713000,-,6856,637,10-SEP-2009,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569788,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,537218.9165692423
NUOVO,25 Ang Mo Kio Avenue 9  #15-16,104,803000,-,7721,717,15-JUN-2010,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2010,2002,75.272,87.848,568472.4468062493
NUOVO,25 Ang Mo Kio Avenue 9  #17-14,244,1860000,-,7623,708,09-JUL-2019,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569788,North East Region,Ang Mo Kio,2019,2002,75.272,99.938,1114536.000797109
THE TOPIARY,25 Fernvale Lane  #01-35,145,1330000,-,9172,852,17-MAY-2019,99 Yrs From 03/07/2012,2016,Resale,N.A,28,79,797502,North East Region,Sengkang,2019,2013,98.969,99.938,974228.1271509262
WHITEWATER,25 Pasir Ris Street 72  #02-10,106,795000,-,7500,697,20-NOV-2018,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris,2018,2003,75.639,99.938,506395.34182101826
WHITEWATER,25 Pasir Ris Street 72  #02-11,111,764888,-,6891,640,28-SEP-2010,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2010,2003,75.639,87.848,470627.1441980989
WHITEWATER,25 Pasir Ris Street 72  #02-12,119,870000,-,7311,679,23-DEC-2011,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2011,2002,75.272,92.458,546663.2067701137
WHITEWATER,25 Pasir Ris Street 72  #04-09,106,858000,-,8094,752,28-MAR-2012,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris,2012,2003,75.639,96.689,478670.56597786857
WHITEWATER,25 Pasir Ris Street 72  #04-11,111,840000,-,7568,703,31-AUG-2018,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2018,2002,75.272,99.938,545787.4513763417
WHITEWATER,25 Pasir Ris Street 72  #05-10,106,825000,-,7783,723,26-SEP-2016,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2016,2002,75.272,98.932,506265.50483579544
WHITEWATER,25 Pasir Ris Street 72  #05-12,119,820000,-,6891,640,27-JUN-2017,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2017,2002,75.272,99.502,600763.5500584546
WHITEWATER,25 Pasir Ris Street 72  #07-11,111,680000,-,6126,569,19-MAR-2010,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2010,2003,75.639,87.848,487653.4359259113
WHITEWATER,25 Pasir Ris Street 72  #07-12,119,750000,-,6303,586,18-MAR-2010,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2010,2002,75.272,87.848,537729.3814432989
WHITEWATER,25 Pasir Ris Street 72  #09-11,111,860000,-,7748,720,28-DEC-2018,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2018,2002,75.272,99.938,565251.4098203847
WHITEWATER,25 Pasir Ris Street 72  #10-09,106,840000,-,7925,736,30-AUG-2016,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris,2016,2003,75.639,98.932,522512.78678988357
WHITEWATER,25 Pasir Ris Street 72  #10-11,111,810000,-,7297,678,26-SEP-2017,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris,2017,2002,75.272,99.502,566658.5495270485
WHITEWATER,25 Pasir Ris Street 72  #14-12,117,760000,-,6496,603,26-APR-2010,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518766,East Region,Pasir Ris,2010,2002,75.272,87.848,553764.979275162
WHITEWATER,25 Pasir Ris Street 72  #15-12,117,1070000,-,9145,850,26-MAR-2014,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518766,East Region,Pasir Ris,2014,2002,75.272,99.984,634370.798171963
THE EDEN AT TAMPINES,25 Tampines Street 34  #01-15,138,701000,-,5080,472,31-MAY-2009,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2009,2001,75.568,85.436,576598.0309125556
THE EDEN AT TAMPINES,25 Tampines Street 34  #01-17,143,1140000,-,7972,741,28-JUN-2019,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2019,2001,75.568,99.938,708855.1767944103
THE EDEN AT TAMPINES,25 Tampines Street 34  #02-15,115,803000,-,6983,649,30-SEP-2010,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines,2010,2001,75.568,87.848,564976.2862587338
THE EDEN AT TAMPINES,25 Tampines Street 34  #02-16,116,930000,-,8017,745,30-APR-2012,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2012,2001,75.568,96.689,611599.3806902393
THE EDEN AT TAMPINES,25 Tampines Street 34  #02-19,94,620000,-,6596,613,12-FEB-2010,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines,2010,2001,75.568,87.848,478520.9644293881
THE EDEN AT TAMPINES,25 Tampines Street 34  #03-15,115,708000,-,6157,572,09-FEB-2010,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2010,2001,75.568,87.848,567301.2915519797
THE EDEN AT TAMPINES,25 Tampines Street 34  #03-17,116,945000,-,8147,757,29-MAR-2017,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines,2017,2001,75.568,99.502,670211.1740419226
THE EDEN AT TAMPINES,25 Tampines Street 34  #03-21,94,548000,-,5830,542,16-FEB-2009,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2009,2001,75.568,85.436,468553.73517891177
THE EDEN AT TAMPINES,25 Tampines Street 34  #03-21,94,835000,-,8883,825,20-AUG-2018,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2018,2009,85.436,99.938,641018.1188257877
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-16,116,945000,-,8147,757,13-FEB-2018,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2018,2010,87.848,99.938,852080.4343866679
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-17,116,698888,-,6025,560,25-SEP-2009,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2009,2001,75.568,85.436,553986.3434257887
THE EDEN AT TAMPINES,25 Tampines Street 34  #04-21,94,810000,-,8617,801,26-MAR-2012,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2012,2001,75.568,96.689,533857.1665255134
THE EDEN AT TAMPINES,25 Tampines Street 34  #05-15,115,595000,-,5174,481,27-MAR-2009,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2009,2001,75.568,85.436,556247.5121744653
THE EDEN AT TAMPINES,25 Tampines Street 34  #06-18,110,570000,-,5182,481,23-MAR-2009,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2009,2001,75.568,85.436,557378.0965488037
THE EDEN AT TAMPINES,25 Tampines Street 34  #06-20,80,480000,-,6000,557,25-APR-2009,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines,2009,2001,75.568,85.436,388523.0590726234
THE EDEN AT TAMPINES,25 Tampines Street 34  #07-20,80,790000,-,9875,917,27-SEP-2018,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines,2018,2001,75.568,99.938,457995.8261962736
THE EDEN AT TAMPINES,25 Tampines Street 34  #08-20,80,422000,-,5275,490,17-APR-2008,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines,2008,2001,75.568,84.929,399920.869799386
THE EDEN AT TAMPINES,25 Tampines Street 34  #09-16,116,1030000,-,8879,825,21-JAN-2019,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines,2019,2001,75.568,99.938,669180.446749947
THE EDEN AT TAMPINES,25 Tampines Street 34  #10-15,115,630000,-,5478,509,15-MAY-2009,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2009,2001,75.568,85.436,587903.874655939
THE EDEN AT TAMPINES,25 Tampines Street 34  #10-20,80,550000,-,6875,639,20-MAY-2008,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529234,East Region,Tampines,2008,2001,75.568,84.929,405911.124536841
THE EDEN AT TAMPINES,25 Tampines Street 34  #10-20,80,790000,-,9875,917,20-NOV-2018,99 Yrs From 12/09/2000,2003,Resale,Private,18,52,529234,East Region,Tampines,2018,2008,84.929,99.938,647198.2479482862
WINDERMERE,26 Choa Chu Kang Street 64  #01-01,135,482000,-,3570,332,12-NOV-2004,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2004,1997,73.997,76.903,625122.0252172386
WINDERMERE,26 Choa Chu Kang Street 64  #01-01,135,790000,-,5852,544,14-NOV-2016,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2016,2004,76.903,98.932,620069.7502048034
WINDERMERE,26 Choa Chu Kang Street 64  #04-02,134,850000,-,6343,589,06-JUL-2012,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2012,1997,73.997,96.689,812351.1939673229
WINDERMERE,26 Choa Chu Kang Street 64  #05-01,135,810000,-,6000,557,26-OCT-2010,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2010,1997,73.997,87.848,736291.0604483966
WINDERMERE,26 Choa Chu Kang Street 64  #05-04,135,938000,-,6948,645,27-APR-2016,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689096,West Region,Choa Chu Kang,2016,1997,73.997,98.932,859005.2299417544
WINDERMERE,26 Choa Chu Kang Street 64  #08-04,135,470000,-,3481,323,19-JUN-2005,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689096,West Region,Choa Chu Kang,2005,1997,73.997,77.263,681821.4116788518
WINDERMERE,26 Choa Chu Kang Street 64  #09-02,119,578000,-,4857,451,20-FEB-2009,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2009,1997,73.997,85.436,656844.7423544199
WINDERMERE,26 Choa Chu Kang Street 64  #10-01,135,890000,-,6593,612,11-OCT-2019,99 Yrs From 03/03/1997,1999,Resale,N.A,23,68,689096,West Region,Choa Chu Kang,2019,1997,73.997,99.938,861257.3834074355
WINDERMERE,26 Choa Chu Kang Street 64  #10-04,135,430000,-,3185,296,27-DEC-2006,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2006,1997,73.997,78.008,695775.2341311134
WINDERMERE,26 Choa Chu Kang Street 64  #12-02,119,600000,-,5042,468,31-OCT-2008,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689096,West Region,Choa Chu Kang,2008,1997,73.997,84.929,664998.0755976593
WINDERMERE,26 Choa Chu Kang Street 64  #13-03,119,860000,-,7227,671,03-APR-2018,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2018,2010,87.848,99.938,859804.9018759675
WINDERMERE,26 Choa Chu Kang Street 64  #14-02,119,620000,-,5210,484,22-SEP-2009,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2009,1997,73.997,85.436,677050.0209467952
WINDERMERE,26 Choa Chu Kang Street 64  #15-01,135,650000,-,4815,447,21-NOV-2008,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2008,1997,73.997,84.929,751996.4430990446
WINDERMERE,26 Choa Chu Kang Street 64  #16-01,135,825000,-,6111,568,20-OCT-2010,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2010,1997,73.997,87.848,781997.6161195724
WINDERMERE,26 Choa Chu Kang Street 64  #17-01,135,850000,-,6296,585,23-AUG-2010,99 Yrs From 03/03/1997,1999,Resale,Private,23,68,689096,West Region,Choa Chu Kang,2010,1997,73.997,87.848,786152.7575442247
WINDERMERE,26 Choa Chu Kang Street 64  #18-01,133,830000,-,6241,580,11-NOV-2010,99 Yrs From 03/03/1997,1999,Resale,HDB,23,68,689096,West Region,Choa Chu Kang,2010,1997,73.997,87.848,778554.7846534319
