ProjectName,Address,Areasqm,TransactedPrice,NettPrice,UnitPricepsm,UnitPricepsf,SaleDate,Tenure,CompletionDate,TypeofSale,PurchaserAddressIndicator,PostalDistrict,PostalSector,PostalCode,PlanningRegion,PlanningArea,SaleYear,PurchaseYear,PurchaseYearCPI,SaleYearCPI,PurchasePriceCurrentValue
THE FLORAVALE,226 Westwood Avenue  #12-19,116,385000,-,3319,308,28-Apr-06,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648357,West Region,Jurong West,2006,1999,73.814,78.008,528707.2677
THE FLORAVALE,226 Westwood Avenue  #12-20,115,548000,-,4765,443,21-May-08,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648357,West Region,Jurong West,2008,1999,73.814,84.929,574860.2779
THE FLORAVALE,228 Westwood Avenue  #01-21,157,648000,-,4127,383,27-May-09,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2009,2001,75.568,85.436,598531.3678
THE FLORAVALE,228 Westwood Avenue  #02-24,130,880000,-,6769,629,18-Jun-18,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2018,2009,85.436,99.938,699505.1735
THE FLORAVALE,228 Westwood Avenue  #02-24,130,451400,-,3472,323,27-Sep-01,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2001,2018,99.938,75.568,665410.9548
THE FLORAVALE,228 Westwood Avenue  #03-23,123,407700,-,3315,308,Jan-02,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2002,2007,79.65,75.272,519768.9893
THE FLORAVALE,228 Westwood Avenue  #03-24,123,422500,-,3435,319,Jan-02,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2002,2007,79.65,75.272,491417.9535
THE FLORAVALE,228 Westwood Avenue  #04-22,124,820000,-,6613,614,30-Oct-12,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648358,West Region,Jurong West,2012,2006,78.008,96.689,446211.1578
THE FLORAVALE,228 Westwood Avenue  #04-23,123,540000,-,4390,408,19-Nov-07,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648358,West Region,Jurong West,2007,2001,75.568,79.65,451435.7268
THE FLORAVALE,228 Westwood Avenue  #04-24,123,429600,-,3493,324,Mar-02,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2002,2006,78.008,75.272,376321.4029
THE FLORAVALE,228 Westwood Avenue  #05-21,123,610000,-,4959,461,27-Jul-09,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2009,2000,74.809,85.436,577971.2452
THE FLORAVALE,228 Westwood Avenue  #05-22,124,400000,-,3226,300,12-Jun-06,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648358,West Region,Jurong West,2006,2002,75.272,78.008,460760.3996
THE FLORAVALE,228 Westwood Avenue  #05-22,124,750000,-,6048,562,17-Apr-17,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2017,2006,78.008,99.502,510214.337
THE FLORAVALE,228 Westwood Avenue  #05-23,123,380000,-,3089,287,15-Oct-06,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2006,2001,75.568,78.008,449355.3144
THE FLORAVALE,228 Westwood Avenue  #05-23,123,610000,-,4959,461,20-Aug-09,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2009,2006,78.008,85.436,416183.9811
THE FLORAVALE,228 Westwood Avenue  #05-24,123,560000,-,4553,423,26-Jun-08,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2008,2001,75.568,84.929,499899.6824
THE FLORAVALE,228 Westwood Avenue  #06-21,123,900000,-,7317,680,28-Nov-12,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648358,West Region,Jurong West,2012,2000,74.809,96.689,657923.0916
THE FLORAVALE,228 Westwood Avenue  #06-24,121,828000,-,6843,636,18-May-18,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2018,2001,75.568,99.938,566422.8959
THE FLORAVALE,228 Westwood Avenue  #08-21,123,960000,-,7805,725,30-Apr-14,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2014,2000,74.809,99.984,688256.2344
THE FLORAVALE,228 Westwood Avenue  #08-21,123,588000,-,4780,444,30-Oct-08,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2008,2014,99.984,84.929,815448.8718
THE FLORAVALE,228 Westwood Avenue  #08-22,124,489360,-,3946,367,26-May-00,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2000,2017,99.502,74.809,563875.6005
THE FLORAVALE,228 Westwood Avenue  #08-24,121,825000,-,6818,633,15-Dec-16,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2016,2010,87.848,98.932,752283.2165
THE FLORAVALE,228 Westwood Avenue  #08-24,121,449500,-,3715,345,24-Sep-01,99 Yrs From 16/12/1997,2000,New Sale,Private,22,64,648358,West Region,Jurong West,2001,2016,98.932,75.568,630166.1747
THE FLORAVALE,228 Westwood Avenue  #09-24,121,437500,-,3616,336,30-Nov-01,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2001,2009,85.436,75.568,513009.036
THE FLORAVALE,228 Westwood Avenue  #10-22,124,573000,-,4621,429,9-Apr-08,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2008,2012,96.689,84.929,808103.0934
THE FLORAVALE,228 Westwood Avenue  #10-22,124,459000,-,3702,344,Feb-02,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2002,2008,84.929,75.272,507846.0361
THE FLORAVALE,228 Westwood Avenue  #11-21,123,800000,-,6504,604,26-Jan-17,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2017,2001,75.568,99.502,649406.9765
THE FLORAVALE,228 Westwood Avenue  #11-23,123,458300,-,3726,346,19-Jun-01,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2001,2010,87.848,75.568,577202.987
THE FLORAVALE,228 Westwood Avenue  #11-23,123,830000,-,6748,627,20-Apr-12,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2012,2001,75.568,96.689,586393.2974
THE FLORAVALE,228 Westwood Avenue  #12-22,124,465100,-,3751,348,Jan-02,99 Yrs From 16/12/1997,2000,New Sale,HDB,22,64,648358,West Region,Jurong West,2002,2012,96.689,75.272,665614.0823
THE FLORAVALE,228 Westwood Avenue  #12-23,123,520000,-,4228,393,14-Aug-09,99 Yrs From 16/12/1997,2000,Resale,Private,22,64,648358,West Region,Jurong West,2009,2001,75.568,85.436,528322.0781
THE FLORAVALE,228 Westwood Avenue  #12-23,123,465000,-,3780,351,19-Jun-07,99 Yrs From 16/12/1997,2000,Resale,HDB,22,64,648358,West Region,Jurong West,2007,2009,85.436,79.65,484783.9318
BELLEWATERS,23 Anchorvale Crescent  #12-25,86,754000,-,8767,815,29-Dec-14,99 Yrs From 28/08/2013,Uncompleted,New Sale,Private,19,54,544655,North East Region,Sengkang,2014,2017,99.502,99.984,803875.299
NUOVO,23 Ang Mo Kio Avenue 9  #01-11,185,1100000,-,5946,552,16-Sep-09,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,745500.3799
NUOVO,23 Ang Mo Kio Avenue 9  #01-11,185,1620000,-,8757,814,28-Jun-19,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2019,2009,85.436,99.938,1286715.202
NUOVO,23 Ang Mo Kio Avenue 9  #01-12,171,1480000,-,8655,804,24-Jan-13,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2013,2009,85.436,98.969,1169983.262
NUOVO,23 Ang Mo Kio Avenue 9  #01-12,171,606844,-,3549,330,27-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2013,98.969,75.568,1130057.291
NUOVO,23 Ang Mo Kio Avenue 9  #02-12,129,1090000,-,8450,785,18-Oct-16,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2016,2002,75.272,98.932,726253.5663
NUOVO,23 Ang Mo Kio Avenue 9  #03-07,129,1290000,-,10000,929,16-Jan-13,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2013,2009,85.436,98.969,990431.3755
NUOVO,23 Ang Mo Kio Avenue 9  #03-07,129,549982,-,4263,396,28-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2013,98.969,75.568,984982.3682
NUOVO,23 Ang Mo Kio Avenue 9  #03-10,119,487092,-,4093,380,27-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2016,98.932,75.568,832583.1885
NUOVO,23 Ang Mo Kio Avenue 9  #03-10,119,1073000,-,9017,838,27-Jun-12,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2012,2001,75.568,96.689,623232.5639
NUOVO,23 Ang Mo Kio Avenue 9  #04-08,144,1318000,-,9153,850,28-Sep-16,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2016,2001,75.568,98.932,771909.9652
NUOVO,23 Ang Mo Kio Avenue 9  #04-09,119,484507,-,4071,378,Jan-02,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2002,2009,85.436,75.272,660775.3172
NUOVO,23 Ang Mo Kio Avenue 9  #04-10,119,489676,-,4115,382,21-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,Private,20,56,569787,North East Region,Ang Mo Kio,2001,2014,99.984,75.568,863124.6599
NUOVO,23 Ang Mo Kio Avenue 9  #05-09,119,489676,-,4115,382,Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2019,99.938,75.568,816640.7172
NUOVO,23 Ang Mo Kio Avenue 9  #05-12,129,700000,-,5426,504,28-Dec-07,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2007,2002,75.272,79.65,595644.9045
NUOVO,23 Ang Mo Kio Avenue 9  #06-08,144,1480000,-,10278,955,4-Oct-13,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2013,2002,75.272,98.969,786562.4123
NUOVO,23 Ang Mo Kio Avenue 9  #06-10,119,1168000,-,9815,912,25-Sep-14,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2014,2010,87.848,99.984,962745.4898
NUOVO,23 Ang Mo Kio Avenue 9  #06-10,119,497430,-,4180,388,27-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2014,99.984,75.568,882775.4841
NUOVO,23 Ang Mo Kio Avenue 9  #07-07,129,855000,-,6628,616,19-Jan-10,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2010,2001,75.568,87.848,655381.7921
NUOVO,23 Ang Mo Kio Avenue 9  #07-08,144,600812,-,4172,388,27-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2010,87.848,75.568,930750.5692
NUOVO,23 Ang Mo Kio Avenue 9  #07-12,129,568937,-,4410,410,4-Jan-02,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2002,2009,85.436,75.272,775309.7055
NUOVO,23 Ang Mo Kio Avenue 9  #08-08,144,988000,-,6861,637,4-Sep-09,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,684873.872
NUOVO,23 Ang Mo Kio Avenue 9  #08-09,119,818000,-,6874,639,11-Sep-09,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,565575.3783
NUOVO,23 Ang Mo Kio Avenue 9  #08-10,119,503462,-,4231,393,27-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2012,96.689,75.568,914422.1163
NUOVO,23 Ang Mo Kio Avenue 9  #08-11,144,626658,-,4352,404,28-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2005,77.263,75.568,622282.1314
NUOVO,23 Ang Mo Kio Avenue 9  #09-09,119,501737,-,4216,392,26-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,Private,20,56,569787,North East Region,Ang Mo Kio,2001,2009,85.436,75.568,726092.6461
NUOVO,23 Ang Mo Kio Avenue 9  #09-10,119,818000,-,6874,639,14-Jan-10,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2010,2002,75.272,87.848,591596.8526
NUOVO,23 Ang Mo Kio Avenue 9  #09-11,144,630104,-,4376,407,11-Jan-02,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2002,2009,85.436,75.272,792930.3806
NUOVO,23 Ang Mo Kio Avenue 9  #09-11,144,650000,-,4514,419,12-Feb-06,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2006,2002,75.272,78.008,653007.1319
NUOVO,23 Ang Mo Kio Avenue 9  #10-10,119,509491,-,4281,398,27-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2009,85.436,75.568,695804.7695
NUOVO,23 Ang Mo Kio Avenue 9  #10-11,144,1300000,-,9028,839,30-Jul-12,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2012,2001,75.568,96.689,809524.7117
NUOVO,23 Ang Mo Kio Avenue 9  #10-12,129,1288888,-,9991,928,18-Mar-19,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2019,2001,75.568,99.938,764945.9876
NUOVO,23 Ang Mo Kio Avenue 9  #11-07,129,900000,-,6977,648,4-Feb-10,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2010,2002,75.272,87.848,672033.9322
NUOVO,23 Ang Mo Kio Avenue 9  #11-09,119,935000,-,7857,730,27-Aug-10,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2010,2017,99.502,87.848,1002065.084
NUOVO,23 Ang Mo Kio Avenue 9  #11-09,119,1065000,-,8950,831,30-Apr-12,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2012,2010,87.848,96.689,1029098.158
NUOVO,23 Ang Mo Kio Avenue 9  #11-09,119,507769,-,4267,396,Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2012,96.689,75.568,832358.593
NUOVO,23 Ang Mo Kio Avenue 9  #11-12,129,1300000,-,10078,936,25-Mar-13,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2013,2001,75.568,98.969,760914.5546
NUOVO,23 Ang Mo Kio Avenue 9  #12-10,119,517245,-,4347,404,27-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2012,96.689,75.568,834703.2651
NUOVO,23 Ang Mo Kio Avenue 9  #12-11,144,1328000,-,9222,857,24-Aug-12,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2012,2002,75.272,96.689,822665.7527
NUOVO,23 Ang Mo Kio Avenue 9  #12-12,129,980000,-,7597,706,29-Apr-10,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2010,2001,75.568,87.848,681420.6889
NUOVO,23 Ang Mo Kio Avenue 9  #13-07,129,1160000,-,8992,835,8-Jun-12,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2012,2002,75.272,96.689,749627.4843
NUOVO,23 Ang Mo Kio Avenue 9  #14-08,144,1090000,-,7569,703,25-Oct-10,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2010,2002,75.272,87.848,727333.4032
NUOVO,23 Ang Mo Kio Avenue 9  #14-12,129,592197,-,4591,426,21-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2012,96.689,75.568,1006645.885
NUOVO,23 Ang Mo Kio Avenue 9  #15-09,119,521553,-,4383,407,Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2012,96.689,75.568,820635.2325
NUOVO,23 Ang Mo Kio Avenue 9  #15-10,119,525861,-,4419,411,26-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,Private,20,56,569787,North East Region,Ang Mo Kio,2001,2009,85.436,75.568,732364.6238
NUOVO,23 Ang Mo Kio Avenue 9  #16-07,129,885000,-,6860,637,28-Sep-09,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2009,2002,75.272,85.436,672161.5327
NUOVO,23 Ang Mo Kio Avenue 9  #16-12,129,597366,-,4631,430,Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2010,87.848,75.568,791396.0477
NUOVO,23 Ang Mo Kio Avenue 9  #17-07,241,812746,-,3372,313,28-Dec-01,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2001,2009,85.436,75.568,1095008.942
NUOVO,23 Ang Mo Kio Avenue 9  #17-09,227,748995,-,3300,307,9-Apr-02,99 Yrs From 02/05/2001,2004,New Sale,HDB,20,56,569787,North East Region,Ang Mo Kio,2002,2009,85.436,75.272,1039619.832
NUOVO,23 Ang Mo Kio Avenue 9  #17-09,227,1730000,-,7621,708,30-Apr-12,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2012,2002,75.272,96.689,962105.1328
NUOVO,23 Ang Mo Kio Avenue 9  #17-10,227,1630000,-,7181,667,9-Apr-12,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2012,2002,75.272,96.689,970778.2666
NUOVO,23 Ang Mo Kio Avenue 9  #17-10,227,1840000,-,8106,753,22-Mar-19,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2019,2012,96.689,99.938,1684772.208
NUOVO,23 Ang Mo Kio Avenue 9  #17-10,227,1200000,-,5286,491,24-Nov-09,99 Yrs From 02/05/2001,2004,Resale,HDB,20,56,569787,North East Region,Ang Mo Kio,2009,2019,99.938,85.436,1572997.659
NUOVO,23 Ang Mo Kio Avenue 9  #17-11,226,1380000,-,6106,567,18-Apr-10,99 Yrs From 02/05/2001,2004,Resale,Private,20,56,569787,North East Region,Ang Mo Kio,2010,2002,75.272,87.848,928990.9661
1 CANBERRA,23 Canberra Drive  #01-45,115,743600,-,6466,601,25-Jan-13,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768077,North Region,Yishun,2013,2019,99.938,98.969,950691.8289
1 CANBERRA,23 Canberra Drive  #04-45,89,698000,-,7843,729,29-Jan-14,99 Yrs From 30/01/2012,Uncompleted,New Sale,HDB,27,76,768077,North Region,Yishun,2014,2019,99.938,99.984,845388.9411
THE TOPIARY,23 Fernvale Lane  #20-31,120,1320000,-,11000,1022,28-Mar-19,99 Yrs From 03/07/2012,2016,Resale,HDB,28,79,797501,North East Region,Sengkang,2019,2013,98.969,99.938,1017542.1
WATERCOLOURS,23 Pasir Ris Link  #04-09,115,898000,-,7809,725,8-Oct-12,99 Yrs From 10/01/2012,Uncompleted,New Sale,HDB,18,51,518169,East Region,Pasir Ris,2012,2018,99.938,96.689,919115.3515
WHITEWATER,23 Pasir Ris Street 72  #03-05,105,414420,-,3947,367,16-Dec-03,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518765,East Region,Pasir Ris,2003,2018,99.938,75.639,605487.4022
WHITEWATER,23 Pasir Ris Street 72  #06-05,105,420298,-,4003,372,3-Dec-03,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518765,East Region,Pasir Ris,2003,2012,96.689,75.639,672770.8426
WHITEWATER,23 Pasir Ris Street 72  #06-05,105,670000,-,6381,593,9-Mar-10,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris,2010,2003,75.639,87.848,488138.9059
WHITEWATER,23 Pasir Ris Street 72  #07-05,105,425470,-,4052,376,6-Jan-04,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518765,East Region,Pasir Ris,2004,2012,96.689,76.903,718214.1609
WHITEWATER,23 Pasir Ris Street 72  #07-08,106,825000,-,7783,723,24-Jan-17,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris,2017,2004,76.903,99.502,572793.4593
WHITEWATER,23 Pasir Ris Street 72  #08-07,106,405330,-,3824,355,15-Sep-03,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518765,East Region,Pasir Ris,2003,2019,99.938,75.639,631977.476
WHITEWATER,23 Pasir Ris Street 72  #08-08,106,990000,-,9340,868,22-Jan-13,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris,2013,2003,75.639,98.969,565638.0796
WHITEWATER,23 Pasir Ris Street 72  #09-07,106,408090,-,3850,358,28-Aug-03,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518765,East Region,Pasir Ris,2003,2010,87.848,75.639,594104.7036
WHITEWATER,23 Pasir Ris Street 72  #09-08,106,448550,-,4232,393,13-Apr-04,99 Yrs From 23/07/2002,2005,New Sale,Private,18,51,518765,East Region,Pasir Ris,2004,2010,87.848,76.903,619790.1375
WHITEWATER,23 Pasir Ris Street 72  #11-06,105,416350,-,3965,368,20-Jan-04,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518765,East Region,Pasir Ris,2004,2019,99.938,76.903,644077.438
WHITEWATER,23 Pasir Ris Street 72  #11-07,106,940000,-,8868,824,21-Aug-13,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris,2013,2003,75.639,98.969,542727.3167
WHITEWATER,23 Pasir Ris Street 72  #11-08,106,815000,-,7689,714,29-Mar-10,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris,2010,2004,76.903,87.848,518956.951
WHITEWATER,23 Pasir Ris Street 72  #12-05,105,439280,-,4184,389,29-Dec-03,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518765,East Region,Pasir Ris,2003,2012,96.689,75.639,655560.4257
WHITEWATER,23 Pasir Ris Street 72  #12-06,105,778000,-,7410,688,26-Nov-10,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris,2010,2003,75.639,87.848,485353.8413
WHITEWATER,23 Pasir Ris Street 72  #14-08,106,458980,-,4330,402,28-Jul-04,99 Yrs From 23/07/2002,2005,New Sale,HDB,18,51,518765,East Region,Pasir Ris,2004,2014,99.984,76.903,753770.0032
WHITEWATER,23 Pasir Ris Street 72  #15-05,105,915000,-,8714,810,27-Aug-14,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris,2014,2004,76.903,99.984,599893.5989
WHITEWATER,23 Pasir Ris Street 72  #15-05,105,720000,-,6857,637,28-Jul-10,99 Yrs From 23/07/2002,2005,Resale,HDB,18,51,518765,East Region,Pasir Ris,2010,2014,99.984,87.848,803937.8301
WHITEWATER,23 Pasir Ris Street 72  #15-06,105,720000,-,6857,637,24-May-10,99 Yrs From 23/07/2002,2005,Resale,Private,18,51,518765,East Region,Pasir Ris,2010,2004,76.903,87.848,503238.5982
AUSTVILLE RESIDENCES,23 Sengkang East Avenue  #01-29,128,887000,-,6930,644,27-Apr-12,99 Yrs From 24/08/2010,2014,New Sale,HDB,19,54,544810,North East Region,Sengkang,2012,2019,99.938,96.689,996514.539
AUSTVILLE RESIDENCES,23 Sengkang East Avenue  #10-27,114,1128888,-,9903,920,13-May-19,99 Yrs From 24/08/2010,2014,Resale,Private,19,54,544810,North East Region,Sengkang,2019,2012,96.689,99.938,926107.913
AUSTVILLE RESIDENCES,23 Sengkang East Avenue  #14-27,114,1070000,-,9386,872,28-May-19,99 Yrs From 24/08/2010,2014,Resale,HDB,19,54,544810,North East Region,Sengkang,2019,2013,98.969,99.938,919919.5506
THE TAMPINES TRILLIANT,23 Tampines Central 7  #03-25,115,877000,-,7626,708,27-Aug-12,99 Yrs From 13/07/2011,Uncompleted,New Sale,HDB,18,52,528609,East Region,Tampines,2012,2019,99.938,96.689,1180337.609
THE EDEN AT TAMPINES,23 Tampines Street 34  #01-14,138,1038000,-,7522,699,28-May-18,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines,2018,2001,75.568,99.938,681439.9383
THE EDEN AT TAMPINES,23 Tampines Street 34  #02-08,94,825000,-,8777,815,29-Jun-17,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines,2017,2001,75.568,99.502,542002.0149
THE EDEN AT TAMPINES,23 Tampines Street 34  #02-10,94,548000,-,5830,542,16-Sep-08,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines,2008,2013,98.969,84.929,772323.6569
THE EDEN AT TAMPINES,23 Tampines Street 34  #02-10,94,650000,-,6915,642,23-Apr-10,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines,2010,2008,84.929,87.848,566834.6972
THE EDEN AT TAMPINES,23 Tampines Street 34  #02-10,94,403397,-,4291,399,26-Jul-01,99 Yrs From 12/09/2000,2003,New Sale,HDB,18,52,529233,East Region,Tampines,2001,2010,87.848,75.568,559138.512
THE EDEN AT TAMPINES,23 Tampines Street 34  #02-12,126,553945,-,4396,408,22-Jun-01,99 Yrs From 12/09/2000,2003,New Sale,Private,18,52,529233,East Region,Tampines,2001,2008,84.929,75.568,616516.8598
THE EDEN AT TAMPINES,23 Tampines Street 34  #03-08,94,530000,-,5638,524,24-Apr-09,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines,2009,2001,75.568,85.436,468061.931
THE EDEN AT TAMPINES,23 Tampines Street 34  #03-11,115,975000,-,8478,788,19-Apr-17,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines,2017,2001,75.568,99.502,673766.3217
THE EDEN AT TAMPINES,23 Tampines Street 34  #03-13,126,1160000,-,9206,855,25-Oct-12,99 Yrs From 12/09/2000,2003,Resale,HDB,18,52,529233,East Region,Tampines,2012,2001,75.568,96.689,678721.773
